country,summary,country_code(ISO3166),area(sq_km),commencement,continent,languages,no_of_language,vitality,families
Syria,"Syria is a country in Asia that is home to 18,276,000 people. It is also home to 7 living indigenous languages. It was also home to 1 indigeneous language that is now extinct. In addition, 10 living non-indigenous languages are established within the country. One of these, Standard Arabic, is the official language of the country.",SY,183630,1945,Asia,"dict_keys(['Levantine_Arabic', 'Mesopotamian_Spoken_Arabic', 'Mlahsö', 'Najdi_Spoken_Arabic', 'North_Mesopotamian_Spoken_Arabic', 'Northern_Kurdish', 'Turoyo', 'Western_Neo-Aramaic'])",8,"['Institutional', '1', 'Stable', '4', 'Endangered', '2', 'Extinct', '1']","dict_keys(['Afro-Asiatic', 'Indo-European'])"
Tajikistan,"Tajikistan is a country in Asia that is home to 9,506,000 people. It is also home to 11 living indigenous languages. One of these, Tajik, is the official language of the country. In addition, 3 living non-indigenous languages are established within the country. In formal education, 1 indigenous language is used as a language of instruction.",TJ,139960,1992,Asia,"dict_keys(['Ishkashimi', 'Kyrgyz', 'Northern_Uzbek', 'Parya', 'Shughni', 'Southern_Pashto', 'Tajik', 'Tajiki_Spoken_Arabic', 'Wakhi', 'Yagnobi', 'Yazghulami'])",11,"['Institutional', '1', 'Stable', '6', 'Endangered', '4', 'Extinct', '0']","dict_keys(['Indo-European', 'Turkic', 'Afro-Asiatic'])"
Tanzania,"Tanzania is a country in Africa that is home to 61,498,000 people. It is also home to 121 living indigenous languages. One of these, Swahili, is the official language of the country. Tanzania was also home to 2 indigenous languages that are now extinct. In addition, 8 living non-indigenous languages are established within the country. In formal education, 3 indigenous languages are used as languages of instruction.",TZ,885800,1964,Africa,"dict_keys(['Aasáx', 'Alagwa', 'Asu', 'Bembe', 'Bena', 'Benamanga', 'Bende', 'Bondei', 'Bungu', 'Burunge', 'Chingoni', 'Cutchi-Swahili', 'Datooga', 'Dhaiso', 'Digo', 'Doe', 'Fipa', 'Gogo', 'Gorowa', 'Gusii', 'Gweno', 'Ha', 'Hadza', 'Hangaza', 'Haya', 'Hehe', 'Ikizu', 'Ikoma-Nata-Isenye', 'Iraqw', 'Isanzu', 'Jita', 'Kabwa', 'Kagulu', 'Kahe', 'Kamba', 'Kami', 'Kara', 'Kerewe', 'Kimbu', 'Kinga', 'Kisankasa', 'Kisi', 'Konongo', 'Kuria', 'Kutu', 'Kwaya', 'Kwere', 'Kw adza', 'Lambya', 'Luguru', 'Luo', 'Maasai', 'Machame', 'Machinga', 'Magoma', 'Makhuwa-Meetto', 'Makonde', 'Malila', 'Mambwe-Lungu', 'Manda', 'Maraba', 'Matambwe', 'Matengo', 'Matumbi', 'Mbugu', 'Mbugwe', 'Mbunga', 'Mochi', 'Mpoto', 'Mwera', 'Ndali', 'Ndamba', 'Ndendeule', 'Ndengereko', 'Ndonde_Hamba', 'Ndwewe', 'Ngasa', 'Ngindo', 'Ngoreme', 'Ngulu', 'Nilamba', 'Nindi', 'Nyakyusa-Ngonde', 'Nyambo', 'Nyamwanga', 'Nyamwezi', 'Nyaturu', 'Pangwa', 'Pimbwe', 'Pogolo', 'Rangi', 'Rombo', 'Rufiji', 'Rungwa', 'Ruwila', 'Rwa', 'Safwa', 'Sagala', 'Sandawe', 'Sangu', 'Segeju', 'Shambala', 'Shubi', 'Suba-Simbiti', 'Subi', 'Sukuma', 'Sumbwa', 'Swahili', 'Tanzania_Nyiha', 'Tanzania_Nyika', 'Tanzanian_Sign_Language', 'Temi', 'Tongwe', 'Vidunda', 'Vinza', 'Vunjo', 'Vwanji', 'Wanda', 'Zanaki', 'Zaramo', 'Zigula', 'Zinza'])",122,"['Institutional', '1', 'Stable', '76', 'Endangered', '44', 'Extinct', '2']","dict_keys(['Niger-Congo', 'Afro-Asiatic', 'Nilo-Saharan', 'Language isolate', 'Creole', 'Mixed language', 'Sign language'])"
Thailand,"Thailand is a country in Asia that is home to 69,640,000 people. It is also home to 51 living indigenous languages. One of these, Thai, is the official language of the country. In addition, 22 living non-indigenous languages are established within the country. In formal education, 4 indigenous languages are used as languages of instruction.",TH,510890,1946,Asia,"dict_keys(['Aheu', 'Akha', 'Ban_Khor_Sign_Language', 'Bisu', 'Blang', 'Chiangmai_Sign_Language', 'Chong', 'Eastern_Kayah', 'Eastern_Lawa', 'Hmong_Njua', 'Kensiu', 'Khmu', 'Kuay', 'Mal', 'Mlabri', 'Mok', 'Moken', 'Moklen', 'Mon', 'Mpi', 'Northeastern_Thai', 'Northern_Khmer', 'Northern_Thai', 'Nyahkur', 'Nyaw', 'Nyeu', 'Pattani_Malay', 'Pao', 'Phrae_Pwo_Karen', 'Phu_Thai', 'Phuan', 'Prai', 'Pwo_Northern_Karen', 'Pwo_West-Central_Thailand_Karen', 'Saek', 'Samre', 'Satun_Malay', 'Shan', 'So', 'Southern_Thai', 'Sgaw_Karen', 'Tenedn', 'Thai', 'Thai_Sign_Language', 'Thai_Song', 'Ugong', 'Urak_Lawoi', 'Western_Bru', 'Western_Lawa', 'Yong', 'Yoy'])",51,"['Institutional', '3', 'Stable', '25', 'Endangered', '23', 'Extinct', '0']","dict_keys(['Austro-Asiatic', 'Kra-Dai', 'Sino-Tibetan', 'Austronesian', 'Sign language', 'Hmong-Mien'])"
East_Timor,"East Timor is a country in Asia that is home to 1,369,000 people. It is also home to 20 living indigenous languages. One of these, Tetun Dili, is an official language of the country. East Timor was also home to 1 indigeneous language that is now extinct. In addition, 2 living non-indigenous languages are established within the country. One of these, Portuguese, is also an official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",TL,14870,2002,Asia,"dict_keys(['Atauran', 'Baikeno', 'Bunak', 'Fataluku', 'Galolen', 'Habun', 'Idaté', 'Kairui-Midiki', 'Kemak', 'Lakalei', 'Makalero', 'Makasae', 'Makuva', 'Mambae', 'Nauete', 'Tetun', 'Tetun_Dili', 'Timor_Pidgin', 'Tukudede', 'Waimaa', 'Welaun'])",21,"['Institutional', '1', 'Stable', '13', 'Endangered', '6', 'Extinct', '1']","dict_keys(['Austronesian', 'Trans-New Guinea', 'Creole'])"
Togo,"Togo is a country in Africa that is home to 8,279,000 people. It is also home to 40 living indigenous languages. In addition, 4 living non-indigenous languages are established within the country. One of these, French, is the official language of the country.",TG,54390,1960,Africa,"dict_keys(['Adangbe', 'Adele', 'Aguna', 'Aja', 'Akaselem', 'Akebu', 'Anii', 'Anufo', 'Bago-Kusuntu', 'Biali', 'Bissa', 'Delo', 'Ditammari', 'Fon', 'Gen', 'Ginyanga', 'Gourmanchéma', 'Ifè', 'Igo', 'Ikposo', 'Kabiyè', 'Konkomba', 'Kpessi', 'Kusaal', 'Lama', 'Lukpa', 'Maxi_Gbe', 'Mbelime', 'Miyobe', 'Moba', 'Moore', 'Nawdm', 'Ngangam', 'Northern_Nago', 'Ntcham', 'Tem', 'Waci_Gbe', 'Western_Xwla_Gbe', 'Wudu', 'Éwé'])",40,"['Institutional', '3', 'Stable', '34', 'Endangered', '3', 'Extinct', '0']",dict_keys(['Niger-Congo'])
Tonga,"Tonga is a country in the Pacific that is home to 106,800 people. It is also home to 2 living indigenous languages. One of these, Tongan, is an official language of the country. Tonga was also home to 1 indigeneous language that is now extinct. In addition, 1 non-indigenous language, English, is established within the country. It is also an official language. In formal education, 1 indigenous language is used as a language of instruction.",TO,720,1999,Australia,"dict_keys(['Niuafoou', 'Niuatoputapu', 'Tongan'])",3,"['Institutional', '1', 'Stable', '0', 'Endangered', '1', 'Extinct', '1']",dict_keys(['Austronesian'])
Trinidad_and_Tobago,"Trinidad and Tobago is a country in the Americas that is home to 1,399,000 people. It is also home to 3 living indigenous languages. In addition, 4 living non-indigenous languages are established within the country. One of these, English, is the official language of the country.",TT,5130,1962,North America,"dict_keys(['Tobagonian_English_Creole', 'Trinidad_and_Tobago_Sign_Language', 'Trinidadian_English_Creole'])",3,"['Institutional', '0', 'Stable', '3', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Creole', 'Sign language'])"
Tunisia,"Tunisia is a country in Africa that is home to 11,936,000 people. It is also home to 2 living indigenous languages. It was also home to 2 indigenous languages that are now extinct. In addition, 4 living non-indigenous languages are established within the country. One of these, Standard Arabic, is the official language of the country.",TN,155360,1956,Africa,"dict_keys(['Lingua_Franca', 'Sened', 'Tunisian_Sign_Language', 'Tunisian_Spoken_Arabic'])",4,"['Institutional', '1', 'Stable', '1', 'Endangered', '0', 'Extinct', '2']","dict_keys(['Afro-Asiatic', 'Pidgin', 'Sign language'])"
Turkey,"Turkey is a country in Asia that is home to 84,680,000 people. It is also home to 19 living indigenous languages. One of these, Turkish, is the official language of the country. Turkey was also home to 1 indigeneous language that is now extinct. In addition, 22 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",TR,769630,1945,Asia,"dict_keys(['Balkan_Gagauz_Turkish', 'Bulgarian', 'Domari', 'Georgian', 'Hértevin', 'Laz', 'Levantine_Arabic', 'Mardin_Sign_Language', 'North_Mesopotamian_Spoken_Arabic', 'Northern_Kurdish', 'Northern_Zazaki', 'Pontic', 'South_Azerbaijani', 'Southern_Zazaki', 'Syriac', 'Turkish', 'Turkish_Sign_Language', 'Turoyo', 'Ubykh', 'Western_Armenian'])",20,"['Institutional', '1', 'Stable', '4', 'Endangered', '14', 'Extinct', '1']","dict_keys(['Indo-European', 'Afro-Asiatic', 'Turkic', 'Kartvelian', 'Sign language', 'Abkhaz-Adyghe'])"
Turkmenistan,"Turkmenistan is a country in Asia that is home to 6,118,000 people. It is also home to 2 living indigenous languages. One of these, Turkmen, is the official language of the country. Turkmenistan was also home to 1 indigeneous language that is now extinct. In addition, 6 living non-indigenous languages are established within the country. In formal education, 1 indigenous language is used as a language of instruction.",TM,469930,1992,Asia,"dict_keys(['Chagatai', 'Northern_Uzbek', 'Turkmen'])",3,"['Institutional', '1', 'Stable', '1', 'Endangered', '0', 'Extinct', '1']",dict_keys(['Turkic'])
Tuvalu,"Tuvalu is a country in the Pacific that is home to 12,000 people. It is also home to 1 living indigenous language, Tuvaluan. In addition, 2 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",TV,30,2000,Australia,dict_keys(['Tuvaluan']),1,"['Institutional', '1', 'Stable', '0', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Austronesian'])
Uganda,"Uganda is a country in Africa that is home to 45,741,000 people. It is also home to 41 living indigenous languages. In addition, 3 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 15 indigenous languages are used as languages of instruction.",UG,199810,1962,Europe,"dict_keys(['Acholi', 'Alur', 'Amba', 'Aringa', 'Ateso', 'Bukusu', 'Chiga', 'Fumbira', 'Ganda', 'Gungu', 'Gwere', 'Ik', 'Jopadhola', 'Kakwa', 'Kebu', 'Kenye', 'Konzo', 'Kuku', 'Kumam', 'Kupsapiiny', 'Lango', 'Lugbara', 'Masaaba', 'Ma di', 'Ndrulo', 'Ng akarimojong', 'Nubi', 'Nyang i', 'Nyankore', 'Nyole', 'Nyoro', 'Pökoot', 'Ruruuli-Runyala', 'Saamya-Gwe', 'Soga', 'Soo', 'Southern_Ma di', 'Talinga-Bwisi', 'Thur', 'Tooro', 'Ugandan_Sign_Language'])",41,"['Institutional', '15', 'Stable', '20', 'Endangered', '6', 'Extinct', '0']","dict_keys(['Nilo-Saharan', 'Niger-Congo', 'Creole', 'Sign language'])"
Ukraine,"Ukraine is a country in Europe that is home to 41,130,000 people. It is also home to 10 living indigenous languages. One of these, Ukrainian, is the official language of the country. Another, Russian, is an official language in part of the country. In addition, 13 living non-indigenous languages are established within the country. In formal education, 3 indigenous languages are used as languages of instruction.",UA,579320,1945,Europe,"dict_keys(['Crimean_Tatar', 'Eastern_Yiddish', 'Hungarian', 'Krimchak', 'Polish', 'Romanian', 'Russian', 'Rusyn', 'Ukrainian', 'Ukrainian_Sign_Language'])",10,"['Institutional', '2', 'Stable', '5', 'Endangered', '3', 'Extinct', '0']","dict_keys(['Indo-European', 'Turkic', 'Sign language', 'Uralic'])"
United_Arab_Emirates,"The United Arab Emirates is a country in Asia that is home to 9,916,000 people. It is also home to 1 living indigenous language, Shihhi Spoken Arabic. In addition, 10 living non-indigenous languages are established within the country. One of these, Standard Arabic, is the official language of the country.",AE,83600,1971,Asia,dict_keys(['Shihhi_Spoken_Arabic']),1,"['Institutional', '0', 'Stable', '1', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Afro-Asiatic'])
United_Kingdom,"The United Kingdom is a country in Europe that is home to 67,215,000 people. It is also home to 12 living indigenous languages. One of these, English, is the official language of the country. Two others, Scottish Gaelic and Welsh, are official languages in parts of the country. United Kingdom was also home to 2 indigenous languages that are now extinct. In addition, 4 living non-indigenous languages are established within the country. In formal education, 5 indigenous languages are used as languages of instruction.",GB,241930,1945,Europe,"dict_keys(['Shihhi_Spoken_Arabic', 'Angloromani', 'British_Sign_Language', 'Cornish', 'English', 'Irish', 'Norn', 'Old_Kentish_Sign_Language', 'Polari', 'Scots', 'Scottish_Gaelic', 'Shelta', 'Traveller_Scottish', 'Welsh', 'Welsh_Romani'])",15,"['Institutional', '3', 'Stable', '3', 'Endangered', '6', 'Extinct', '2']","dict_keys(['Indo-European', 'Mixed language', 'Sign language', 'Unclassified'])"
United_States,"The United States is a country in the Americas that is home to 332,915,000 people. It is also home to 197 living indigenous languages. One of these, Hawaiian, is an official language in part of the country. United States was also home to 49 indigenous languages that are now extinct. In addition, 34 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 3 indigenous languages are used as languages of instruction.",US,9147420,1945,North America,"dict_keys(['Achumawi', 'Adai', 'Ahtena', 'Alabama', 'Aleut', 'Alsea', 'American_Sign_Language', 'Apalachee', 'Aranama-Tamique', 'Arapaho', 'Arikara', 'Atakapa', 'Atsugewi', 'Barbareño', 'Bay_Miwok', 'Biloxi', 'Blackfoot', 'Caddo', 'Cahuilla', 'Cajun_French', 'Carolina_Algonquian', 'Catawba', 'Cayuga', 'Cayuse', 'Central_Pomo', 'Central_Sierra_Miwok', 'Central_Yupik', 'Chemakum', 'Cherokee', 'Chetco', 'Cheyenne', 'Chickasaw', 'Chimariko', 'Chinook', 'Chinook_Wawa', 'Chippewa', 'Chitimacha', 'Choctaw', 'Clallam', 'Coahuilteco', 'Coast_Miwok', 'Cocopa', 'Coeur_d Alene', 'Columbia-Wenatchi', 'Comanche', 'Coos', 'Coquille', 'Cotoname', 'Cowlitz', 'Crow', 'Cruzeño', 'Cupeño', 'Dakota', 'Deg_Xinag', 'Eastern_Abenaki', 'Eastern_Keres', 'Eastern_Pomo', 'Esselen', 'Etchemin', 'Eyak', 'Gabrielino-Fernandeño', 'Galice', 'Garza', 'Gros_Ventre', 'Han', 'Havasupai-Walapai-Yavapai', 'Hawaii_Pidgin', 'Hawaiian', 'Hawaii_Sign_Language', 'Hidatsa', 'Ho-Chunk', 'Holikachuk', 'Hopi', 'Hupa', 'Hutterite_German', 'Ineseño', 'Iowa-Oto', 'Jemez', 'Jicarilla_Apache', 'Kalapuya', 'Kalispel-Pend_d Oreille', 'Kansa', 'Karankawa', 'Karkin', 'Karok', 'Kashaya', 'Kato', 'Kawaiisu', 'Kickapoo', 'Kiowa', 'Kiowa_Apache', 'Kitsai', 'Klamath-Modoc', 'Koasati', 'Koyukon', 'Kumiai', 'Kutenai', 'Kwalhioqua-Tlatskanai', 'Lake_Miwok', 'Lakota', 'Lipan_Apache', 'Louisiana_Creole', 'Loup_A', 'Loup_B', 'Lower_Chehalis', 'Lower_Tanana', 'Luiseño', 'Lushootseed', 'Mahican', 'Makah', 'Malecite-Passamaquoddy', 'Mandan', 'Maricopa', 'Martha s_Vineyard_Sign_Language', 'Mattole', 'Menominee', 'Mescalero-Chiricahua_Apache', 'Meskwaki', 'Miami', 'Michif', 'Michigamea', 'Mikasuki', 'Miluk', 'Mobilian', 'Mohave', 'Mohawk', 'Mohegan-Pequot', 'Molale', 'Mono', 'Munsee', 'Muskogee', 'Nanticoke', 'Narragansett', 'Natchez', 'Navajo', 'Nawathinehena', 'Nez_Perce', 'Nisenan', 'Nomlaki', 'Nooksack', 'North_Alaskan_Inupiatun', 'Northeast_Maidu', 'Northeastern_Pomo', 'Northern_Haida', 'Northern_Kalapuya', 'Northern_Ohlone', 'Northern_Paiute', 'Northern_Pomo', 'Northern_Sierra_Miwok', 'Northern_Straits_Salish', 'Northern_Tiwa', 'Northwest_Alaska_Inupiatun', 'Northwest_Maidu', 'Nottoway', 'Nottoway-Meherrin', 'Obispeño', 'Ofo', 'Okanagan', 'Omaha-Ponca', 'Osage', 'Ottawa', 'Pacific_Gulf_Yupik', 'Patwin', 'Pawnee', 'Pennsylvania_German', 'Pidgin_Delaware', 'Piro', 'Piscataway', 'Plains_Indian_Sign_Language', 'Plains_Miwok', 'Potawatomi', 'Powhatan', 'Purisimeño', 'Quapaw', 'Quechan', 'Quileute', 'Quinault', 'Quiripi', 'Saint_Lawrence_Island_Yupik', 'Salinan', 'Sea_Island_English_Creole', 'Seneca', 'Serrano', 'Shasta', 'Shawnee', 'Shoshoni', 'Siuslaw', 'Skagit', 'Snohomish', 'Southeastern_Pomo', 'Southern_Kalapuya', 'Southern_Lushootseed', 'Southern_Ohlone', 'Southern_Pomo', 'Southern_Sierra_Miwok', 'Southern_Tiwa', 'Spokane', 'Susquehannock', 'Takelma', 'Tanacross', 'Tanaina', 'Tenino', 'Tewa', 'Tillamook', 'Timbisha', 'Timucua', 'Tlingit', 'Tohono_O odham', 'Tolowa', 'Tonkawa', 'Tsetsaut', 'Tsimshian', 'Tunica', 'Tuscarora', 'Tututni', 'Twana', 'Tübatulabal', 'Umatilla', 'Unami', 'Upper_Chehalis', 'Upper_Kuskokwim', 'Upper_Tanana', 'Upper_Umpqua', 'Ute-Southern_Paiute', 'Valley_Maidu', 'Ventureño', 'Wailaki', 'Walla_Walla', 'Wampanoag', 'Wappo', 'Wasco-Wishram', 'Washo', 'Western_Apache', 'Western_Keres', 'Wichita', 'Wintu', 'Wiyot', 'Woccon', 'Wyandot', 'Yakama', 'Yana', 'Yokuts', 'Yuchi', 'Yuki', 'Yurok', 'Zuni'])",246,"['Institutional', '1', 'Stable', '3', 'Endangered', '193', 'Extinct', '49']","dict_keys(['Algic', 'Eyak-Athabaskan', 'Language isolate', 'Salish', 'Siouan-Catawban', 'Uto-Aztecan', 'Miwok-Costanoan', 'Iroquoian', 'Muskogean', 'Pomoan', 'Chumashan', 'Cochimí-Yuman', 'Eskimo-Aleut', 'Kiowa-Tanoan', 'Caddoan', 'Sahaptian', 'Maiduan', 'Sign language', 'Unclassified', 'Comecrudan', 'Creole', 'Indo-European', 'Pidgin', 'Takelman', 'Wintuan', 'Chimakuan', 'Chinookan', 'Coosan', 'Keresan', 'Palaihnihan', 'Yukian', 'Austronesian', 'Haida', 'Mixed language', 'Tsimshian', 'Wakashan', 'Yokutsan'])"
